episode_id,guest_name,topic,question_order,question_category,is_template_question,question_text,source_path
2024-11-20-tamara-atanasoska,Tamara Atanasoska,A sociotechnical AI perspective,6,general,False,What is fairlean's approach to assessing fairness?,podcast_examples/Podcast/Archive/2024-11-20 - Tamara Atanasoska - Linguistics and Fairness.docx
2024-11-20-tamara-atanasoska,Tamara Atanasoska,A sociotechnical AI perspective,7,general,False,Can you share a specific project or case where Fairlearn was used effectively?,podcast_examples/Podcast/Archive/2024-11-20 - Tamara Atanasoska - Linguistics and Fairness.docx
2024-11-20-tamara-atanasoska,Tamara Atanasoska,A sociotechnical AI perspective,8,background,False,How has your background influenced your approach to fairness in AI?,podcast_examples/Podcast/Archive/2024-11-20 - Tamara Atanasoska - Linguistics and Fairness.docx
2024-11-20-tamara-atanasoska,Tamara Atanasoska,A sociotechnical AI perspective,9,general,False,What else do you do at probabl?,podcast_examples/Podcast/Archive/2024-11-20 - Tamara Atanasoska - Linguistics and Fairness.docx
2024-11-20-tamara-atanasoska,Tamara Atanasoska,A sociotechnical AI perspective,10,practical_advice,False,What gains and challenges will the field of AI fairness bring in the next years?,podcast_examples/Podcast/Archive/2024-11-20 - Tamara Atanasoska - Linguistics and Fairness.docx
2024-11-20-tamara-atanasoska,Tamara Atanasoska,A sociotechnical AI perspective,11,practical_advice,False,Do you have any advice for someone who considers going back to uni for a degree?,podcast_examples/Podcast/Archive/2024-11-20 - Tamara Atanasoska - Linguistics and Fairness.docx
2024-11-20-tamara-atanasoska,Tamara Atanasoska,A sociotechnical AI perspective,12,practical_advice,True,Are there any books or other resources that you can recommend to the listeners?,podcast_examples/Podcast/Archive/2024-11-20 - Tamara Atanasoska - Linguistics and Fairness.docx
2024-11-22-isabella-bicalho-isabella-bicalho,Isabella Bicalho -Isabella Bicalho,Continuous Learning in Data Science,1,practical_advice,False,What advice would you give to people who have just finished their studies/degree and would like to start working in the field of ML/AI?,podcast_examples/Podcast/Archive/2024-11-22 - Isabella Bicalho -Isabella Bicalho.docx
2024-11-22-isabella-bicalho-isabella-bicalho,Isabella Bicalho -Isabella Bicalho,Continuous Learning in Data Science,2,general,False,How do you stay up to date with new developments in AI and ML?,podcast_examples/Podcast/Archive/2024-11-22 - Isabella Bicalho -Isabella Bicalho.docx
2024-11-22-isabella-bicalho-isabella-bicalho,Isabella Bicalho -Isabella Bicalho,Continuous Learning in Data Science,3,practical_advice,False,Do you have any advice for people who want to close gaps in their education around ML and AI?,podcast_examples/Podcast/Archive/2024-11-22 - Isabella Bicalho -Isabella Bicalho.docx
2024-11-22-isabella-bicalho-isabella-bicalho,Isabella Bicalho -Isabella Bicalho,Continuous Learning in Data Science,4,technical_deep_dive,False,"What challenges do women in data face, in your opinion?",podcast_examples/Podcast/Archive/2024-11-22 - Isabella Bicalho -Isabella Bicalho.docx
2024-11-22-isabella-bicalho-isabella-bicalho,Isabella Bicalho -Isabella Bicalho,Continuous Learning in Data Science,5,general,False,Do you have an example of a success story or something that stuck with you from running the substack?,podcast_examples/Podcast/Archive/2024-11-22 - Isabella Bicalho -Isabella Bicalho.docx
2024-11-22-isabella-bicalho-isabella-bicalho,Isabella Bicalho -Isabella Bicalho,Continuous Learning in Data Science,6,practical_advice,True,Are there any books or other resources that you can recommend to the listeners?,podcast_examples/Podcast/Archive/2024-11-22 - Isabella Bicalho -Isabella Bicalho.docx
2024-12-04-agita-jaunzeme,Agita Jaunzeme,"Career choices, transitions and promotions in and out of tech",1,general,False,What are these traits?,"podcast_examples/Podcast/Archive/2024-12-04 - Agita Jaunzeme - Career choices, transitions and promotions in and out of tech.docx"
2024-12-04-agita-jaunzeme,Agita Jaunzeme,"Career choices, transitions and promotions in and out of tech",2,background,False,How can psychology and personality traits be leveraged to aid a career choice or transition?,"podcast_examples/Podcast/Archive/2024-12-04 - Agita Jaunzeme - Career choices, transitions and promotions in and out of tech.docx"
2024-12-04-agita-jaunzeme,Agita Jaunzeme,"Career choices, transitions and promotions in and out of tech",3,background,False,What tools do you use to find out what someone’s personality is and how to align their career with it?,"podcast_examples/Podcast/Archive/2024-12-04 - Agita Jaunzeme - Career choices, transitions and promotions in and out of tech.docx"
2024-12-04-agita-jaunzeme,Agita Jaunzeme,"Career choices, transitions and promotions in and out of tech",4,background,False,What motivates your clients commonly to take a course on career alignment?,"podcast_examples/Podcast/Archive/2024-12-04 - Agita Jaunzeme - Career choices, transitions and promotions in and out of tech.docx"
2024-12-04-agita-jaunzeme,Agita Jaunzeme,"Career choices, transitions and promotions in and out of tech",5,background,False,What if a career alignment course results in the conclusion that a client should quit their job?,"podcast_examples/Podcast/Archive/2024-12-04 - Agita Jaunzeme - Career choices, transitions and promotions in and out of tech.docx"
2024-12-04-agita-jaunzeme,Agita Jaunzeme,"Career choices, transitions and promotions in and out of tech",6,general,False,Did it help you?,"podcast_examples/Podcast/Archive/2024-12-04 - Agita Jaunzeme - Career choices, transitions and promotions in and out of tech.docx"
2024-12-04-agita-jaunzeme,Agita Jaunzeme,"Career choices, transitions and promotions in and out of tech",7,practical_advice,True,Are there any books or other resources that you can recommend to the listeners?,"podcast_examples/Podcast/Archive/2024-12-04 - Agita Jaunzeme - Career choices, transitions and promotions in and out of tech.docx"
2024-14-10-anastasia-karavdina,Anastasia Karavdina,From LHC (Large Hadron Collider) to LLMs: a typical non-linear career in ML,1,general,False,What was your experience with software development at such a scale (aka so many contributors)?,podcast_examples/Podcast/Archive/2024-14-10 - Anastasia Karavdina - Topic.docx
2024-14-10-anastasia-karavdina,Anastasia Karavdina,From LHC (Large Hadron Collider) to LLMs: a typical non-linear career in ML,2,general,False,Can you share with us what you developed?,podcast_examples/Podcast/Archive/2024-14-10 - Anastasia Karavdina - Topic.docx
2024-14-10-anastasia-karavdina,Anastasia Karavdina,From LHC (Large Hadron Collider) to LLMs: a typical non-linear career in ML,3,general,False,Can you share how you made your transitions from field to field?,podcast_examples/Podcast/Archive/2024-14-10 - Anastasia Karavdina - Topic.docx
2024-14-10-anastasia-karavdina,Anastasia Karavdina,From LHC (Large Hadron Collider) to LLMs: a typical non-linear career in ML,4,general,False,What made you transition from academia to the private sector?,podcast_examples/Podcast/Archive/2024-14-10 - Anastasia Karavdina - Topic.docx
2024-14-10-anastasia-karavdina,Anastasia Karavdina,From LHC (Large Hadron Collider) to LLMs: a typical non-linear career in ML,5,general,False,What are typical clients?,podcast_examples/Podcast/Archive/2024-14-10 - Anastasia Karavdina - Topic.docx
2024-14-10-anastasia-karavdina,Anastasia Karavdina,From LHC (Large Hadron Collider) to LLMs: a typical non-linear career in ML,6,general,False,How did decide that this was something that interested you?,podcast_examples/Podcast/Archive/2024-14-10 - Anastasia Karavdina - Topic.docx
2024-14-10-anastasia-karavdina,Anastasia Karavdina,From LHC (Large Hadron Collider) to LLMs: a typical non-linear career in ML,7,general,False,What is good mentoring in your opinion?,podcast_examples/Podcast/Archive/2024-14-10 - Anastasia Karavdina - Topic.docx
2024-14-10-anastasia-karavdina,Anastasia Karavdina,From LHC (Large Hadron Collider) to LLMs: a typical non-linear career in ML,8,general,False,Are you more happy that a physicist how does ML/AI got it?,podcast_examples/Podcast/Archive/2024-14-10 - Anastasia Karavdina - Topic.docx
2024-14-10-anastasia-karavdina,Anastasia Karavdina,From LHC (Large Hadron Collider) to LLMs: a typical non-linear career in ML,9,practical_advice,True,Are there any books or other resources that you can recommend to the listeners?,podcast_examples/Podcast/Archive/2024-14-10 - Anastasia Karavdina - Topic.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,1,general,False,What was the first competition you participated in?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,2,general,False,How did you/do you prepare for a competition?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,3,technical_deep_dive,False,How do you decide how to feature engineer your data?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,4,technical_deep_dive,False,How do you decide what model to train/run?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,5,general,False,"What category are you gand master in, on kaggle?",podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,6,general,False,Do you still compete on kaggle?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,7,background,False,Do you think it is still possible to kickstart a DS/ML career off kaggle today (like it was in 2016)?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,8,general,False,Do you have tips for anyone who wants to get started with kaggle?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,9,background,False,Can you summarize your career after kaggle and how kaggle helped you?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,10,general,False,How does DVC work under the hood?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,11,general,False,"How does good industry oriented teaching look like, in your opinion?",podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,12,general,False,What classes or courses do you teach?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,13,general,False,Do you also teach outside of your university job?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-20-alexander-guschin,Alexander Guschin,Competitive Machine Leaning And Teaching,14,practical_advice,True,Are there any books or other resources that you can recommend to the listeners?,podcast_examples/Podcast/Archive/2025-01-20-Alexander Guschin.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,1,general,False,How have you been?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,2,general,False,What’s happening in the industry?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,3,general,False,Which things do you think we will see more?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,4,general,False,Which orchestrator to use in 2025?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,5,technical_deep_dive,False,How is AI impacting data engineering roles?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,6,technical_deep_dive,False,Where is the data integration space moving?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,7,general,False,What’s the place of dlt in the ecosystem?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,8,future_outlook,False,What is the future of dlt going to look like?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,9,practical_advice,True,Are there any books or other resources that you can recommend to the listeners?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,10,technical_deep_dive,False,"How has data engineering been done in the past, and what is changing now?",podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,11,technical_deep_dive,False,What does “democratise data engineering” mean?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,12,technical_deep_dive,False,What is a “schema” with respect to data engineering?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,13,organizational_reality,False,Why did you move from freelancing to founding your own company?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,14,technical_deep_dive,False,What are the problems you had to solve when trying to build a data structuring pipeline?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,15,general,False,"Can you describe schema evolution, and different ways to impose schema, and how dlt does schema evolution?",podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,16,technical_deep_dive,False,"What are the stakeholders involved in a data engineering pipeline, and how can talking to all of them all the time be managed better?",podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,17,general,False,Is there a way to automatise these interactions?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,18,technical_deep_dive,False,How can dlt help to transform data?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,19,technical_deep_dive,False,"What does the deployment of a pipeline, for example on Gihub, involve?",podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
2025-01-22-adrian-brudaru,Adrian Brudaru,Trends in Data Engineering,20,technical_deep_dive,False,Can you give us some examples of use cases of how dlt is being used in production?,podcast_examples/Podcast/Archive/2025-01-22- Adrian Brudaru- Topic.docx
