episode_id,source_file,source_url,title,season,episode,guest_ids,time,seconds,question_order,question_category,question_text,context_header
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,29:06,1746,11,future_outlook,"Since you find these reports entertaining, I’m curious—what challenges do these companies face, and do these challenges also apply to smaller companies? Larger companies like Meta, Google, and OpenAI have different challenges from smaller ones, right? What are these challenges in general, and how do they affect trends in AI infrastructure?","Decentralization in AI: Privacy, Control, and Industry Fit"
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,30:16,1816,12,technical_deep_dive,"Since we’re talking about AI infrastructure, let’s focus on that. To train a model, we need thousands of GPUs. How do we get them in the first place? How do we coordinate this? These are all questions we need to consider when starting such a project.",Training at Scale: GPU Requirements and Distributed Challenges
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,33:59,2039,13,general,"The more GPUs you have, the higher the chances something will go wrong, right?",Training at Scale: GPU Requirements and Distributed Challenges
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,34:13,2053,14,general,"Do you know what this actually looks like? There’s probably a computer with 4 or 8 GPUs, another one with 4 or 8 GPUs, and all these computers are part of a network. You need to distribute the training process across all these machines, where each computer has several GPUs, and each GPU needs to compute something and then send the weights or gradients back to a central location. Is this roughly how it works?",Training at Scale: GPU Requirements and Distributed Challenges
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,35:25,2125,15,technical_deep_dive,"So, this is what is used for models like LLaMA, right? It’s based on PyTorch?","Distributed Training Stack: PyTorch, NCCL, and Communication Bottlenecks"
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,35:54,2154,16,technical_deep_dive,"When we download models from Hugging Face Hub, we use the Transformers package, right? That’s based on PyTorch?","Distributed Training Stack: PyTorch, NCCL, and Communication Bottlenecks"
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,37:35,2255,17,resources,"To summarize, there’s a trend in training large language models: earlier, it was mostly about using raw computing power, like Meta with its massive number of GPUs. They would throw a problem at a fraction of these GPUs, and they’d process it. But not every company has the resources that Meta or Google do. Smaller companies like DeepMind are now focusing on being smarter with their resources, rather than relying on brute force. We see the trend shifting toward optimization—how can companies train models without access to massive GPU clusters?",Efficiency Over Brute Force: Optimization Strategies and DeepSpeed
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,37:35,2255,18,technical_deep_dive,"And then there’s the case where many companies aren’t training models but just need to use them. If I need a model and don’t have a specific use case, I could take an existing model and fine-tune it—or maybe I don’t need to fine-tune it at all. For many companies, especially those not AI-first, the challenges are different. They’re more focused on fine-tuning and serving the model. What do you think the challenges are for these companies that are just using models rather than training them?",Efficiency Over Brute Force: Optimization Strategies and DeepSpeed
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,43:52,2632,19,general,"So, for these companies, the majority are non-AI-first companies, looking for existing solutions rather than building everything themselves?",Fine-Tuning & Serving Models for Non–AI-First Companies
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,46:28,2788,20,technical_deep_dive,"Okay, but if we already have Kubernetes, why do we need another universal tool? I remember back when Kubernetes was mentioned, I was intimidated. I didn’t want to go near it, but once I understood how it worked, it turned out to be much easier. The main challenge is that not every company has the team to manage Kubernetes.",Fine-Tuning & Serving Models for Non–AI-First Companies
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,47:44,2864,21,general,"So, the problem with Kubernetes is that it’s not optimized for AI use cases?",Orchestration Gaps: Kubernetes Limitations for AI Workflows and SLURM
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,50:59,3059,22,technical_deep_dive,"As a software engineer, should I stay away from Kubernetes, or is it still a good tool to have in my toolkit?",Kubernetes as the Deployment Standard vs Smaller Alternatives
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,51:56,3116,23,future_outlook,"Here's a question: Do you think the future will be a hybrid of bare metal and cloud, or will it be cloud-only?",Hybrid Infrastructure Outlook: Cloud Dominance and On-Prem Nuances
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,52:32,3152,24,general,Is it because people don't want to have a GPU machine under their desk?,Hybrid Infrastructure Outlook: Cloud Dominance and On-Prem Nuances
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,55:52,3352,25,technical_deep_dive,"It’s kind of like on-prem when you rent a machine from a remote provider but still have SSH access. For example, there's a provider in Germany called Hetzner where you can rent a machine with GPUs or powerful CPUs. You get SSH access to that machine, but it’s still remote. You’re still dealing with the same challenges we mentioned before. If you have a team of ten people and just a few machines, coordinating GPU usage for training models becomes a hassle. That’s another form of on-prem, right?","On-Prem GPU Coordination: SSH, Resource Contention, and Real Examples"
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,56:51,3411,26,general,"Bare metal, right?","On-Prem GPU Coordination: SSH, Resource Contention, and Real Examples"
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,57:48,3468,27,general,"So, the best example of on-prem is a GPU machine under my desk?","Bare-Metal as a Service: Provisioning, Automation, and Firmware Management"
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,58:18,3498,28,general,What exactly is edge computing? Is it similar to devices like this one?,"Edge Computing Scope: Devices, Local Models, and Definition Ambiguity"
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,58:47,3527,29,general,"Most people might associate it with something like a Raspberry Pi, right? Or perhaps something else?","Edge Computing Scope: Devices, Local Models, and Definition Ambiguity"
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,1:00:30,3630,30,technical_deep_dive,"I think there are companies doing federated learning, right? For example, if there's a customer-facing device like a drone or a probe, you can't send all the data somewhere for training. Instead, the training happens on the device, and then the results are centralized later. Is this something that applies to LLMs or AI in general? I know it’s used in manufacturing setups.",Federated Learning vs Distributed Compute: Practicality and Use Cases
20-1-ai-infrastructure-hybrid-cloud-on-prem-distributed-training,_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/ai-infrastructure-hybrid-cloud-on-prem-distributed-training.md,"Post-ChatGPT AI Infrastructure: Open Source Orchestration, On-Prem Economics & Distributed Training at Scale",20,1,andreycheptsov,1:02:51,3771,31,general,"So, last question for you. You mentioned you like science fiction. What’s your favorite book?",Closing Pick: Science-Fiction Recommendation — The Three-Body Problem
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,5:41,341,1,organizational_reality,"I want to apologize for going off script, but isn’t it fun? You mentioned staying one and a half years on average at companies. I had a similar situation until I found a company where I stayed much longer. Do you think staying around a year to a year and a half is becoming the new norm?",Job Tenure Trends & Freelancer Types
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,8:38,518,2,general,"You mentioned it takes time to become a valuable employee by learning ropes, people, and custom tech. As a freelancer, don’t you also need time to learn these before doing your job well? Or does the client prepare everything so you can just focus on your work?",Job Tenure Trends & Freelancer Types
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,10:50,650,3,general,"If you don’t know how to solve a specific problem, can you ""fake it till you make it,"" like start solving and researching as you go? Does this apply in freelancing too, or is problem-solving itself the expertise you sell?",Expertise vs Problem-Solving in Freelance Work
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,13:59,839,4,general,You said freelancing worked well for you. How did you know it was working and you were happier?,Expertise vs Problem-Solving in Freelance Work
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,16:08,968,5,general,How exactly did you get your first client? Did recruiters help you find clients? Was it easy?,Landing Initial Clients: Recruiters & LinkedIn
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,17:33,1053,6,future_outlook,"You’ve been in the industry for a while and seen trends change. A few years ago, MLOps was popular, but now it seems less so. The problems remain, but AI and new terms are more popular. What is hot in the market now for freelancing?",Market Trends & Building a Data-Freelancer Job Board
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,20:46,1246,7,general,"So, what is this job board? Is it something you're maintaining?",Market Trends & Building a Data-Freelancer Job Board
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,22:45,1365,8,technical_deep_dive,"Your job board is specifically about data freelancers, right? You don't include DevOps, front-end, or back-end roles?",Market Trends & Building a Data-Freelancer Job Board
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,23:51,1431,9,technical_deep_dive,"Do you think it could be more valuable to start freelancing as a generic software engineer, not focusing on data and then transition? Or, since freelancing usually means specializing and selling your expertise, is it better to learn data engineering first before freelancing?",Market-Driven Specialization & Starting Paths
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,24:29,1469,10,technical_deep_dive,"I thought of this because you mentioned throwing out a lot of non-data postings when crawling. If there are so many backend and general software roles, maybe it makes sense for someone to start freelancing there. What do you think?",Market-Driven Specialization & Starting Paths
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,27:52,1672,11,practical_advice,"I see you have a section of top-paying skills. The first is ""data management"" ($120/hour), then ""AI development"" ($116/hour). What is data management?","Job Board Insights: Rates, Top Skills & ""Data Management"""
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,28:29,1709,12,technical_deep_dive,"Is that like organizing data storage, deciding whether to use S3, MySQL, Hadoop, and so on?","Job Board Insights: Rates, Top Skills & ""Data Management"""
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,30:53,1853,13,technical_deep_dive,"I'm checking your job board now. Do you plan to publish historical data as open source, so people can analyze trends?","Job Board Insights: Rates, Top Skills & ""Data Management"""
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,32:48,1968,14,technical_deep_dive,"I’d be happy to help, since we’ve published datasets on Kaggle before. But the main topic is freelancing, not datasets. Suppose I found a few clients after a couple of months—what’s next? Do I just continue freelancing, or is there a way to start a freelancing business or agency? Or is it fine to keep enjoying the lifestyle?",Lifestyle Business vs Agency: Scaling Choices
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,38:01,2281,15,technical_deep_dive,"I noticed my productivity surged after incorporating AI tools into my workflow. Besides Claude, do you use any other AI tools?","AI Tools for Productivity: Claude, ChatGPT, Cursor"
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,39:26,2366,16,technical_deep_dive,Do you use tools like Cursor or Lablable?,"AI Tools for Productivity: Claude, ChatGPT, Cursor"
